student_country,days_on_platform,minutes_watched,courses_started,practice_exams_started,practice_exams_passed,minutes_spent_on_exams,purchased
US,155,54.4,2,0,0,0,0
GE,155,82.7,3,0,0,0,0
US,155,41.1,1,0,0,0,0
IT,155,227,1,0,0,0,0
GB,155,56.1,2,0,0,0,0
US,155,148.4,1,0,0,0,0
GB,155,0.4,1,0,0,0,0
MM,155,21.8,1,0,0,0,0
CA,155,49.6,2,0,0,0,0
SG,155,0.1,1,0,0,0,0
TR,155,0.9,1,0,0,0,0
IN,155,46.5,1,0,0,0,0
US,155,6.7,1,0,0,0,0
PH,155,0.2,1,0,0,0,0
IN,155,5.9,1,0,0,0,0
US,155,15.2,2,0,0,0,0
IN,155,21.2,1,0,0,0,0
US,1,131.2,1,0,0,0,1
BE,155,36.4,1,0,0,0,0
NG,155,45.8,1,0,0,0,0
IE,155,2.6,1,0,0,0,0
IN,155,44.9,1,0,0,0,0
EG,155,0.1,1,0,0,0,0
US,0,30.3,1,0,0,0,1
GB,155,30.8,1,0,0,0,0
US,0,43.2,1,0,0,0,1
IN,155,123.8,3,0,0,0,0
BR,155,0.1,1,0,0,0,0
US,155,10.3,1,0,0,0,0
NG,154,31.2,1,0,0,0,0
MA,154,99.8,1,0,0,0,0
PT,154,26.7,1,0,0,0,0
US,154,2.3,1,0,0,0,0
US,154,3.8,1,0,0,0,0
NG,154,8.3,1,0,0,0,0
US,154,8.3,1,0,0,0,0
AU,154,12.8,1,0,0,0,0
IN,154,50.1,2,0,0,0,0
US,1,43.5,1,0,0,0,1
IN,154,12.9,1,0,0,0,0
US,154,8.4,2,0,0,0,0
IN,154,4,1,0,0,0,0
US,154,25.2,1,0,0,0,0
JP,154,7.5,1,0,0,0,0
PK,154,3,1,0,0,0,0
TH,154,1,1,0,0,0,0
AU,154,0.1,1,0,0,0,0
IN,154,34,1,0,0,0,0
IN,154,21.1,1,0,0,0,0
NG,154,34.2,4,0,0,0,0
IN,154,0.6,1,0,0,0,0
SG,154,7.9,1,0,0,0,0
IN,154,29,2,0,0,0,0
PK,1,163,1,0,0,0,1
UA,154,0.4,1,0,0,0,0
CI,154,1.2,1,0,0,0,0
HR,0,2.5,1,0,0,0,1
ES,154,16.3,1,0,0,0,0
KE,154,1.4,1,0,0,0,0
NG,154,2.1,1,0,0,0,0
NG,154,149.8,4,0,0,0,0
IN,154,0.4,1,0,0,0,0
ZA,154,1.2,1,0,0,0,0
FR,154,30.2,1,0,0,0,0
NG,154,10.5,1,0,0,0,0
UZ,19,69.8,1,0,0,0,1
IN,154,88.3,1,0,0,0,0
UZ,154,11.3,1,0,0,0,0
BE,52,169.8,2,0,0,0,1
US,154,11.9,1,0,0,0,0
CN,154,3,1,0,0,0,0
GB,154,30.2,1,0,0,0,0
MA,154,43.3,1,0,0,0,0
ID,154,0.8,1,0,0,0,0
IN,154,45.8,1,0,0,0,0
PL,12,43.9,1,0,0,0,1
IN,154,7,1,0,0,0,0
IT,154,0.1,1,0,0,0,0
GB,154,1.2,1,0,0,0,0
IN,154,22.5,1,0,0,0,0
NG,154,0.1,1,0,0,0,0
IN,154,0.6,1,0,0,0,0
PT,154,0.4,1,0,0,0,0
IN,154,6.6,1,0,0,0,0
NG,154,33.1,1,0,0,0,0
US,154,70.7,1,0,0,0,0
GB,154,0.4,1,0,0,0,0
AU,154,31.9,1,0,0,0,0
NL,154,3.9,1,0,0,0,0
LB,154,0.6,1,0,0,0,0
GB,2,21.4,1,0,0,0,1
US,154,17.2,2,0,0,0,0
US,154,3,2,0,0,0,0
US,3,67.9,1,0,0,0,1
US,154,18.1,1,0,0,0,0
PH,154,0.2,1,0,0,0,0
US,153,0.2,1,0,0,0,0
IN,153,1.2,1,0,0,0,0
AE,153,2,1,0,0,0,0
KR,153,2.9,1,0,0,0,0
PK,153,0.3,1,0,0,0,0
US,0,18.8,1,0,0,0,1
CN,153,7.9,1,0,0,0,0
AU,153,4.9,1,0,0,0,0
GE,153,50.7,1,0,0,0,0
GE,153,3.2,1,0,0,0,0
NL,153,14.1,1,0,0,0,0
AE,153,37.9,1,0,0,0,0
IN,153,5,1,0,0,0,0
KZ,0,9.8,1,0,0,0,1
GE,153,15.6,1,0,0,0,0
LK,153,23.2,2,0,0,0,0
GB,153,85.4,1,0,0,0,0
ZA,153,72.7,2,0,0,0,0
MA,153,102.2,1,0,0,0,0
CA,153,33.4,1,0,0,0,0
ZA,27,81.8,1,0,0,0,1
IN,153,7.8,1,0,0,0,0
IN,153,1.1,1,0,0,0,0
EG,153,1.5,2,0,0,0,0
IN,3,94.9,3,0,0,0,1
DE,1,4,1,0,0,0,1
IN,153,1.2,1,0,0,0,0
SA,0,47.9,1,0,0,0,1
PH,153,1.2,1,0,0,0,0
IN,153,16.9,1,0,0,0,0
US,153,9.7,1,0,0,0,0
EG,153,0.2,1,0,0,0,0
GB,153,7.7,1,0,0,0,0
IL,153,28.8,1,0,0,0,0
BE,153,0.2,1,0,0,0,0
JO,153,82.9,2,0,0,0,0
CZ,153,10.9,1,0,0,0,0
US,153,16,3,0,0,0,0
ES,153,68.1,2,0,0,0,0
GB,153,6.8,1,0,0,0,0
NG,153,25.6,1,0,0,0,0
IN,152,1.1,1,0,0,0,0
BY,10,9.6,2,0,0,0,1
IN,152,0.7,1,0,0,0,0
BD,152,20.7,1,0,0,0,0
IN,152,23.9,1,0,0,0,0
GB,152,0.2,1,0,0,0,0
KE,0,9.4,1,0,0,0,1
IN,152,1.4,1,0,0,0,0
KZ,152,1.2,1,0,0,0,0
EG,152,1.6,1,0,0,0,0
KE,152,7.3,1,0,0,0,0
BR,0,21.3,1,0,0,0,1
EG,152,2.5,1,0,0,0,0
CD,152,12.3,1,0,0,0,0
US,152,0.7,1,0,0,0,0
VN,152,15.5,1,0,0,0,0
EG,152,1.8,2,0,0,0,0
IN,152,3.5,1,0,0,0,0
US,0,15.2,1,0,0,0,1
US,152,6.9,1,0,0,0,0
ID,152,0.6,1,0,0,0,0
IN,152,16.9,1,0,0,0,0
PK,152,1.5,1,0,0,0,0
US,10,0.1,1,0,0,0,1
ZA,152,2.8,1,0,0,0,0
KW,152,0.5,1,0,0,0,0
IN,152,0.8,1,0,0,0,0
BR,152,9.2,1,0,0,0,0
EG,152,0.4,1,0,0,0,0
IN,152,11.9,1,0,0,0,0
NG,152,4.7,1,0,0,0,0
TR,151,2,1,0,0,0,0
PK,151,187.5,5,0,0,0,0
EG,151,0.2,1,0,0,0,0
TR,151,1.9,2,0,0,0,0
IN,151,10.4,1,0,0,0,0
US,151,1.1,1,0,0,0,0
CO,151,0.9,1,0,0,0,0
US,151,43.1,3,0,0,0,0
IN,151,0.4,1,0,0,0,0
IN,151,1.1,1,0,0,0,0
IN,151,0.3,1,0,0,0,0
US,151,0.6,1,0,0,0,0
IN,151,44.8,1,0,0,0,0
SA,151,14.7,1,0,0,0,0
AZ,151,0.6,1,0,0,0,0
LR,151,29,1,0,0,0,0
GB,151,0.2,1,0,0,0,0
EG,151,6.4,1,0,0,0,0
GB,151,16,1,0,0,0,0
ID,151,4.2,1,0,0,0,0
NG,151,60.8,1,0,0,0,0
ZA,151,8.4,1,0,0,0,0
OM,151,27.7,1,0,0,0,0
IT,36,40.7,1,0,0,0,1
LS,151,22.8,1,0,0,0,0
AU,151,49.2,1,0,0,0,0
GB,151,0.4,1,0,0,0,0
IN,151,3.8,1,0,0,0,0
IN,151,0.4,1,0,0,0,0
VN,151,1.4,2,0,0,0,0
US,151,3.6,1,0,0,0,0
US,151,1.5,1,0,0,0,0
IN,151,8.8,1,0,0,0,0
TR,151,1.2,1,0,0,0,0
EG,151,51.1,1,0,0,0,0
IT,151,36.9,1,0,0,0,0
ID,151,0.3,1,0,0,0,0
US,10,6.7,2,0,0,0,1
IN,151,49.2,2,0,0,0,0
MA,151,0.1,1,0,0,0,0
US,151,75,1,0,0,0,0
AR,151,53.2,3,0,0,0,0
EG,151,0.8,1,0,0,0,0
EG,151,0.1,1,0,0,0,0
EG,151,0.9,1,0,0,0,0
AZ,151,0.4,1,0,0,0,0
MA,150,2.9,1,0,0,0,0
EG,150,0.1,1,0,0,0,0
MX,150,41.6,1,0,0,0,0
BR,150,5.3,1,0,0,0,0
EG,150,83.8,1,0,0,0,0
ID,150,25.1,1,0,0,0,0
PK,150,1.4,1,0,0,0,0
KZ,150,0.8,1,0,0,0,0
US,150,15.7,1,0,0,0,0
TR,150,0.2,1,0,0,0,0
IN,150,0.8,1,0,0,0,0
AU,150,12.5,2,0,0,0,0
IN,150,0.4,1,0,0,0,0
PK,150,557,11,0,0,0,0
NZ,150,104.3,2,0,0,0,0
IN,150,0.1,1,0,0,0,0
IN,150,51.2,1,0,0,0,0
GB,0,44.8,1,0,0,0,1
ET,150,40.2,2,0,0,0,0
GB,150,0.7,1,0,0,0,0
NG,150,0.6,2,0,0,0,0
IN,150,0.6,1,0,0,0,0
DE,150,6.2,1,0,0,0,0
LK,150,5.8,1,0,0,0,0
IN,150,0.8,1,0,0,0,0
BG,0,47.4,1,0,0,0,1
PH,150,6.1,1,0,0,0,0
IN,150,0.1,1,0,0,0,0
US,0,105.7,1,0,0,0,1
US,150,3.6,1,0,0,0,0
EG,150,1.1,1,0,0,0,0
IN,150,0.2,1,0,0,0,0
ID,150,0.5,1,0,0,0,0
PK,150,0.4,1,0,0,0,0
JP,0,0.1,1,0,0,0,1
US,150,49.7,1,0,0,0,0
HK,150,6.5,1,0,0,0,0
IN,150,3.3,1,0,0,0,0
CL,150,18.9,1,0,0,0,0
ID,150,37.1,1,0,0,0,0
DE,150,0.4,1,0,0,0,0
US,150,8.8,1,0,0,0,0
MA,150,13.5,1,0,0,0,0
CL,150,1.5,1,0,0,0,0
US,150,0.7,1,0,0,0,0
PK,150,8.9,1,0,0,0,0
PH,7,48.8,1,0,0,0,1
KW,150,1.9,1,0,0,0,0
KE,150,18.8,1,0,0,0,0
NI,150,1.3,1,0,0,0,0
KW,150,1.3,1,0,0,0,0
GB,150,1.3,1,0,0,0,0
ZA,150,38.7,1,0,0,0,0
US,150,13.8,1,0,0,0,0
EG,150,0.3,1,0,0,0,0
BR,150,95.3,2,0,0,0,0
CA,150,61.3,1,0,0,0,0
PK,150,79.7,1,0,0,0,0
MX,150,87.7,2,0,0,0,0
JO,150,35,1,0,0,0,0
US,2,1.6,1,0,0,0,1
MX,6,9.2,1,0,0,0,1
EG,149,33.9,1,0,0,0,0
DO,149,8.4,1,0,0,0,0
PA,149,12.9,2,0,0,0,0
CA,149,10.5,1,0,0,0,0
JP,149,11.5,1,0,0,0,0
SV,119,3.3,1,0,0,0,1
IN,149,1,1,0,0,0,0
AU,149,26.1,1,0,0,0,0
IN,149,66.8,1,0,0,0,0
US,149,1.7,1,0,0,0,0
CH,149,6.2,1,0,0,0,0
TD,149,1.7,1,0,0,0,0
US,1,128.5,1,0,0,0,1
IT,6,119.2,2,0,0,0,1
PH,0,54.7,1,0,0,0,1
IN,149,0.4,1,0,0,0,0
IL,149,0.1,1,0,0,0,0
DE,149,4.9,1,0,0,0,0
BH,149,26.8,1,0,0,0,0
CA,149,50.1,2,0,0,0,0
FR,149,38,1,0,0,0,0
IN,149,0.1,1,0,0,0,0
NG,149,7.4,1,0,0,0,0
IN,149,2.3,1,0,0,0,0
PL,149,21.5,1,0,0,0,0
NG,149,1.1,1,0,0,0,0
SG,149,816.1,4,0,0,0,0
US,149,55.2,1,0,0,0,0
US,149,48.3,1,0,0,0,0
AE,0,15.9,1,0,0,0,1
ZA,149,32.4,1,0,0,0,0
CA,149,450.5,3,0,0,0,0
US,0,50.6,1,0,0,0,1
DE,1,38.9,1,0,0,0,1
NL,149,25.1,3,0,0,0,0
EG,148,46.4,1,0,0,0,0
EG,148,0.7,1,0,0,0,0
US,148,0.4,1,0,0,0,0
US,148,77.5,2,0,0,0,0
PH,148,10.9,1,0,0,0,0
BD,148,10.9,1,0,0,0,0
ID,148,6.8,1,0,0,0,0
AU,148,2.6,1,0,0,0,0
TR,148,1.2,1,0,0,0,0
US,148,8,2,0,0,0,0
IN,148,0.1,1,0,0,0,0
GB,148,85,1,0,0,0,0
NG,148,40.8,1,0,0,0,0
PH,7,68.7,1,0,0,0,1
RU,0,6.4,1,0,0,0,1
PH,148,1,1,0,0,0,0
KZ,148,0.6,1,0,0,0,0
IN,148,6.2,1,0,0,0,0
DE,148,4,1,0,0,0,0
IN,148,45.9,2,0,0,0,0
IN,148,52.8,1,0,0,0,0
GB,148,75.3,1,0,0,0,0
US,148,29.6,1,0,0,0,0
IN,148,17.3,1,0,0,0,0
IN,148,5.4,1,0,0,0,0
TR,148,0.1,1,0,0,0,0
US,148,44.9,1,0,0,0,0
EG,148,45.3,2,0,0,0,0
DE,4,195.8,1,0,0,0,1
TN,148,85.6,1,0,0,0,0
IN,148,14,4,0,0,0,0
IN,148,715.1,4,0,0,0,0
LK,6,26.5,1,0,0,0,1
IN,148,0.2,1,0,0,0,0
NE,0,19.9,1,0,0,0,1
GB,0,30.1,1,0,0,0,1
SA,148,5.9,1,0,0,0,0
NL,148,1.1,1,0,0,0,0
GB,148,4.4,1,0,0,0,0
US,0,12,1,0,0,0,1
EG,148,1.3,1,0,0,0,0
CO,147,57.4,2,0,0,0,0
PH,147,43.2,1,0,0,0,0
VN,147,0.1,1,0,0,0,0
US,147,27.2,1,0,0,0,0
ES,147,28.6,1,0,0,0,0
EC,147,5.7,1,0,0,0,0
BR,0,12.7,1,0,0,0,1
ID,147,1.3,1,0,0,0,0
US,147,6.5,1,0,0,0,0
MX,147,41.8,1,0,0,0,0
US,147,34.3,1,0,0,0,0
IN,147,1.4,1,0,0,0,0
ZA,147,1.7,1,0,0,0,0
IN,147,6.7,1,0,0,0,0
US,147,0.1,1,0,0,0,0
IN,147,0.3,1,0,0,0,0
ET,147,0.4,1,0,0,0,0
KE,147,6.2,1,0,0,0,0
IN,147,41.8,1,0,0,0,0
AR,147,1.3,1,0,0,0,0
VN,147,15.1,1,0,0,0,0
MY,2,30.3,1,0,0,0,1
US,147,165.4,2,0,0,0,0
TN,147,11.1,1,0,0,0,0
IN,1,27.8,2,0,0,0,1
EG,147,2,2,0,0,0,0
US,147,3.1,1,0,0,0,0
SL,147,6.2,1,0,0,0,0
BD,147,1.8,1,0,0,0,0
FR,147,149.3,1,0,0,0,0
GB,0,1.2,1,0,0,0,1
US,147,0.7,1,0,0,0,0
DZ,147,1.5,1,0,0,0,0
TR,147,0.7,1,0,0,0,0
US,0,96,1,0,0,0,1
US,147,41.9,1,0,0,0,0
GB,147,28,1,0,0,0,0
IN,5,10.9,1,0,0,0,1
IN,147,0.4,1,0,0,0,0
RO,147,56.3,1,0,0,0,0
EG,147,95,2,0,0,0,0
IN,147,6.5,2,0,0,0,0
CA,147,110.7,3,0,0,0,0
CA,5,66.7,1,0,0,0,1
CA,147,16.9,1,0,0,0,0
FR,147,0.1,1,0,0,0,0
GB,147,6.6,1,0,0,0,0
US,1,125.8,1,0,0,0,1
AR,147,6.7,1,0,0,0,0
EG,147,0.9,1,0,0,0,0
US,146,2.6,1,0,0,0,0
IN,4,14.1,3,0,0,0,1
IN,146,3.1,1,0,0,0,0
CL,5,66.6,2,0,0,0,1
US,146,3.9,1,0,0,0,0
NP,22,87.2,2,0,0,0,1
EG,146,7.6,1,0,0,0,0
ID,146,0.3,1,0,0,0,0
IN,146,92.6,1,0,0,0,0
GB,146,5.2,1,0,0,0,0
BD,146,3.5,1,0,0,0,0
AZ,146,1.4,1,0,0,0,0
EG,146,0.8,1,0,0,0,0
FI,146,0.7,1,0,0,0,0
IN,146,0.3,1,0,0,0,0
UZ,146,1.7,1,0,0,0,0
AZ,146,0.2,1,0,0,0,0
AZ,146,4.6,1,0,0,0,0
SG,146,2.7,1,0,0,0,0
IN,146,2.3,1,0,0,0,0
IN,146,10.9,2,0,0,0,0
EG,146,33.6,1,0,0,0,0
BR,146,38.7,1,0,0,0,0
US,146,309.6,3,0,0,0,0
US,146,110.5,1,0,0,0,1
US,146,74.4,1,0,0,0,0
IN,146,1.9,1,0,0,0,0
IN,146,2.1,1,0,0,0,0
GH,146,36.2,1,0,0,0,0
PK,146,6.4,1,0,0,0,0
FR,146,3,2,0,0,0,0
NG,146,0.2,1,0,0,0,0
PT,146,1.4,1,0,0,0,0
MX,146,30.3,1,0,0,0,0
US,146,22.9,1,0,0,0,0
BR,146,0.1,1,0,0,0,0
DE,146,46.7,1,0,0,0,0
CA,146,10.9,1,0,0,0,0
PH,145,1,1,0,0,0,0
AU,145,17.6,1,0,0,0,0
IN,145,3.5,1,0,0,0,0
IN,145,10.2,1,0,0,0,0
ZM,145,2.1,1,0,0,0,0
IN,145,9.8,1,0,0,0,0
SE,145,0.4,1,0,0,0,0
LK,4,24.1,1,0,0,0,1
IN,145,3.8,1,0,0,0,0
IT,145,62.3,1,0,0,0,0
IE,145,3,1,0,0,0,0
EG,145,50.7,1,0,0,0,0
CZ,145,48.9,1,0,0,0,0
GB,145,6.1,1,0,0,0,0
NO,145,0.5,1,0,0,0,0
NG,145,5.4,2,0,0,0,0
IN,145,24.4,1,0,0,0,0
US,145,0.7,1,0,0,0,0
LK,145,0.1,1,0,0,0,0
MA,145,22.2,1,0,0,0,0
IN,145,116.9,3,0,0,0,0
DE,0,43.2,1,0,0,0,1
GB,0,29,1,0,0,0,1
AE,145,0.9,1,0,0,0,0
VN,145,0.6,1,0,0,0,0
AL,145,42.6,1,0,0,0,0
US,0,103.1,1,0,0,0,1
HK,145,5.4,1,0,0,0,0
IL,145,31.8,2,0,0,0,0
GB,1,16.5,1,0,0,0,1
IN,145,0.1,1,0,0,0,0
EG,145,3.2,1,0,0,0,0
US,1,8,1,0,0,0,1
IN,145,3.5,1,0,0,0,0
US,145,0.1,1,0,0,0,0
NG,145,68.1,2,0,0,0,0
NG,145,32.9,1,0,0,0,0
NG,145,19.2,1,0,0,0,0
US,145,2.4,1,0,0,0,0
SA,145,2.5,1,0,0,0,0
US,144,11,1,0,0,0,0
SG,55,62,3,0,0,0,1
IN,144,19.6,1,0,0,0,0
MY,144,55.9,1,0,0,0,0
IN,144,0.5,1,0,0,0,0
AO,144,1.1,1,0,0,0,0
IN,144,0.5,1,0,0,0,0
TN,144,1.1,1,0,0,0,0
IN,144,20.4,1,0,0,0,0
IN,144,47.4,1,0,0,0,0
PK,144,0.7,1,0,0,0,0
FI,144,65.7,1,0,0,0,0
IN,144,22.2,1,0,0,0,0
IN,144,5,1,0,0,0,0
NZ,144,5.2,1,0,0,0,0
IN,144,44.4,1,0,0,0,0
IN,144,14.6,1,0,0,0,0
MX,144,19.7,2,0,0,0,0
TW,144,0.7,1,0,0,0,0
BI,144,0.5,1,0,0,0,0
KE,144,0.3,1,0,0,0,0
NG,0,17.2,1,0,0,0,1
US,144,6.7,1,0,0,0,0
IN,144,0.1,1,0,0,0,0
TR,144,2.2,1,0,0,0,0
CA,144,1.9,1,0,0,0,0
EG,144,7.2,1,0,0,0,0
US,144,1.1,1,0,0,0,0
IN,144,49.7,1,0,0,0,0
DE,2,50,2,0,0,0,1
IN,144,2.2,1,0,0,0,0
BD,144,0.3,1,0,0,0,0
EG,144,38.1,1,0,0,0,0
NG,144,13.1,1,0,0,0,0
US,144,1.5,1,0,0,0,0
IN,143,33.1,1,0,0,0,0
IN,143,0.8,1,0,0,0,0
US,0,33,1,0,0,0,1
IN,143,23.8,1,0,0,0,0
PL,143,8.6,1,0,0,0,0
TR,143,6.9,1,0,0,0,0
IN,143,27.8,2,0,0,0,0
RO,143,0.1,1,0,0,0,0
IN,143,1.4,1,0,0,0,0
ZA,143,135.5,1,0,0,0,0
IN,143,0.6,1,0,0,0,0
PE,143,1.2,1,0,0,0,0
KE,1,4.2,1,0,0,0,1
ET,143,0.2,1,0,0,0,0
NL,143,17.9,1,0,0,0,0
IN,143,0.5,1,0,0,0,0
EE,1,30.4,1,0,0,0,1
SA,143,122,2,0,0,0,0
VN,143,1.2,1,0,0,0,0
IN,143,0.1,1,0,0,0,0
IN,143,0.2,1,0,0,0,0
NP,143,0.1,1,0,0,0,0
SG,143,20.3,1,0,0,0,0
ZA,143,35.2,1,0,0,0,0
CZ,143,59.9,1,0,0,0,0
EG,143,32,1,0,0,0,0
ZA,143,85.2,1,0,0,0,0
PK,143,0.2,1,0,0,0,0
IN,143,0.7,1,0,0,0,0
CH,0,10.3,1,0,0,0,1
IN,143,0.5,1,0,0,0,0
NG,143,56.6,2,0,0,0,0
VN,143,6.3,1,0,0,0,0
NP,143,38.3,1,0,0,0,0
AE,143,4.8,1,0,0,0,0
HN,0,91.8,1,0,0,0,1
NG,143,0.1,1,0,0,0,0
BD,143,10.8,1,0,0,0,0
PK,143,7,2,0,0,0,0
BD,143,0.9,1,0,0,0,0
BR,2,9.6,1,0,0,0,1
SA,123,80.9,2,0,0,0,1
NG,143,11.9,1,0,0,0,0
CA,9,41.5,2,0,0,0,1
US,143,1.2,1,0,0,0,0
NG,143,43.6,1,0,0,0,0
BG,143,75.2,1,0,0,0,0
AE,143,1.4,1,0,0,0,0
BR,1,146.6,2,0,0,0,1
NG,143,58.1,1,0,0,0,0
US,143,9.1,1,0,0,0,0
US,142,2,1,0,0,0,0
IN,142,2.5,1,0,0,0,0
IN,142,14.3,1,0,0,0,0
AU,142,9.9,1,0,0,0,0
IN,0,7.8,1,0,0,0,1
ET,142,11.9,1,0,0,0,0
PK,0,3.6,1,0,0,0,1
NL,142,3.6,1,0,0,0,0
IN,142,0.7,1,0,0,0,0
GB,0,6.6,1,0,0,0,1
IN,142,4.7,1,0,0,0,0
JO,142,7.7,1,0,0,0,0
MX,1,11.3,1,0,0,0,1
NG,142,0.9,1,0,0,0,0
US,142,11,1,0,0,0,0
GR,142,18.7,1,0,0,0,0
IN,142,0.8,1,0,0,0,0
IT,142,0.6,1,0,0,0,0
SG,0,47.2,1,0,0,0,1
IN,1,88.5,1,0,0,0,1
VN,142,58.6,1,0,0,0,0
JP,142,0.9,1,0,0,0,0
IN,142,1.3,2,0,0,0,0
TR,142,1.3,1,0,0,0,0
PH,142,11.2,1,0,0,0,0
IN,142,0.5,1,0,0,0,0
ZW,142,51.7,1,0,0,0,0
HK,0,0.3,1,0,0,0,1
IN,142,1.1,1,0,0,0,0
EG,142,1.3,1,0,0,0,0
IN,142,0.5,1,0,0,0,0
US,142,17.9,1,0,0,0,0
IN,142,0.2,1,0,0,0,0
US,142,69.4,1,0,0,0,0
SA,142,13.7,1,0,0,0,0
BR,2,83.9,1,0,0,0,1
US,16,75.9,1,0,0,0,1
NE,1,1,1,0,0,0,1
BG,142,60.9,1,0,0,0,0
PK,142,37.1,1,0,0,0,0
US,142,58.6,3,0,0,0,0
US,142,62,1,0,0,0,0
BR,0,8.4,1,0,0,0,1
PK,142,172.9,2,0,0,0,0
DE,142,2.2,1,0,0,0,0
DE,142,20.1,1,0,0,0,0
EG,141,1.5,1,0,0,0,0
MA,141,0.3,1,0,0,0,0
IN,141,0.1,1,0,0,0,0
MY,141,2.8,1,0,0,0,0
US,0,0.5,1,0,0,0,1
IN,141,3.3,1,0,0,0,0
US,141,39.6,1,0,0,0,0
ID,141,6.6,1,0,0,0,0
EG,141,4.3,1,0,0,0,0
US,0,50.4,1,0,0,0,1
IN,141,0.6,1,0,0,0,0
IN,141,4.9,1,0,0,0,0
US,0,25.3,1,0,0,0,1
IN,141,1.6,1,0,0,0,0
IN,141,0.4,1,0,0,0,0
MX,141,21.9,1,0,0,0,0
AU,0,44.8,1,0,0,0,1
DZ,141,3.9,1,0,0,0,0
IN,141,0.1,1,0,0,0,0
US,0,25.9,1,0,0,0,1
PS,141,0.9,1,0,0,0,0
ID,0,9.8,1,0,0,0,1
IN,141,1.2,1,0,0,0,0
TN,141,1,2,0,0,0,0
AZ,141,28.7,1,0,0,0,0
NG,141,10.6,1,0,0,0,0
IN,141,25,1,0,0,0,0
AE,141,18.5,1,0,0,0,0
NG,141,6.2,1,0,0,0,0
DE,141,11.7,1,0,0,0,0
IN,141,3.3,1,0,0,0,0
IN,141,50.9,1,0,0,0,0
IN,141,94.2,1,0,0,0,0
MA,141,0.7,1,0,0,0,0
IN,141,14.5,1,0,0,0,0
IN,141,2.8,2,0,0,0,0
TR,141,31.8,3,0,0,0,0
CY,141,0.1,1,0,0,0,0
IN,141,0.1,1,0,0,0,0
IN,141,8.7,1,0,0,0,0
IN,141,48.3,1,0,0,0,0
EG,141,1.2,1,0,0,0,0
BR,0,0.1,1,0,0,0,1
US,141,7,1,0,0,0,0
DZ,141,11.3,1,0,0,0,0
EG,113,53.4,2,0,0,0,1
US,141,0.2,1,0,0,0,0
IN,141,28.4,1,0,0,0,0
US,141,4.5,1,0,0,0,0
IN,141,43.3,2,0,0,0,0
US,141,8.6,1,0,0,0,0
IN,44,132.1,2,0,0,0,1
US,1,166,1,0,0,0,1
US,141,6.8,1,0,0,0,0
NG,141,30.6,1,0,0,0,0
US,141,0.7,1,0,0,0,0
US,141,24.7,1,0,0,0,0
US,40,14.6,1,0,0,0,1
US,140,2.2,1,0,0,0,0
US,140,1.8,1,0,0,0,0
ID,140,33.8,1,0,0,0,0
VN,140,0.8,1,0,0,0,0
CA,140,0.7,1,0,0,0,0
EG,140,0.3,1,0,0,0,0
AE,140,3.8,1,0,0,0,0
IN,140,0.5,1,0,0,0,0
IN,140,70.2,1,0,0,0,0
US,140,0.4,1,0,0,0,0
US,140,0.6,1,0,0,0,0
IN,140,3.4,1,0,0,0,0
AZ,140,257.7,5,0,0,0,0
IN,140,0.1,1,0,0,0,0
GH,140,43,1,0,0,0,0
US,140,14.3,1,0,0,0,0
AU,140,4.3,1,0,0,0,0
NG,140,0.5,1,0,0,0,0
EG,140,2.6,1,0,0,0,0
RW,140,33.5,1,0,0,0,0
PH,140,12.2,1,0,0,0,0
EG,140,0.5,1,0,0,0,0
EG,140,3.5,1,0,0,0,0
EG,140,7.7,1,0,0,0,0
EG,140,0.4,1,0,0,0,0
EG,140,1.5,1,0,0,0,0
MA,140,88.9,2,0,0,0,0
DE,140,0.8,1,0,0,0,0
EG,140,0.4,1,0,0,0,0
SA,140,1,1,0,0,0,0
EG,140,1.5,1,0,0,0,0
GB,140,1.5,1,0,0,0,0
EG,140,0.6,1,0,0,0,0
IN,140,8.6,2,0,0,0,0
EG,140,1.4,1,0,0,0,0
GB,140,0.6,1,0,0,0,0
EG,140,0.3,1,0,0,0,0
EG,140,32.8,3,0,0,0,0
EG,140,6.7,1,0,0,0,0
MA,140,0.5,1,0,0,0,0
EG,140,0.3,1,0,0,0,0
FR,140,1.1,1,0,0,0,0
DE,140,0.1,1,0,0,0,0
EG,140,0.2,1,0,0,0,0
EG,140,1.4,1,0,0,0,0
EG,140,0.2,1,0,0,0,0
TZ,140,0.7,1,0,0,0,0
EG,140,1,1,0,0,0,0
EG,140,0.1,1,0,0,0,0
AE,140,10.4,1,0,0,0,0
AE,140,3.6,1,0,0,0,0
EG,140,3.8,1,0,0,0,0
EG,140,0.2,1,0,0,0,0
EG,140,0.5,1,0,0,0,0
EG,140,0.2,1,0,0,0,0
EG,140,0.8,1,0,0,0,0
EG,140,7.2,2,0,0,0,0
BR,140,0.3,1,0,0,0,0
EG,140,1.9,1,0,0,0,0
EG,140,0.2,1,0,0,0,0
EG,140,29.3,1,0,0,0,0
SA,140,6.6,1,0,0,0,0
EG,140,0.5,1,0,0,0,0
EG,140,3.1,1,0,0,0,0
KW,140,50.1,1,0,0,0,0
EG,140,0.4,1,0,0,0,0
SA,140,0.8,1,0,0,0,0
IN,140,1.5,2,0,0,0,0
US,140,0.2,1,0,0,0,0
IN,140,0.2,1,0,0,0,0
EG,140,8.6,1,0,0,0,0
IQ,140,44.6,1,0,0,0,0
IQ,140,46.5,1,0,0,0,0
